"","Valor_credito","Casa_propia","Cuentas_morosas","salario","Sexo","Hijos","carro","Estado_civil","Devuelve_credito"
"3919",37923,"No","Si",4665,"Femenino",3,"No","Separado","No"
"3920",25296,"No","No",8777,"Femenino",0,"Si","Soltero","Si"
"3921",74681,"Si","Si",8212,"Masculino",8,"No","Viudo","No"
"3922",63246,"Si","Si",2170,"Masculino",8,"No","Divorciado","No"
"3923",103331,"Si","No",5312,"Masculino",6,"No","Divorciado","No"
"3924",51105,"Si","Si",4152,"Masculino",3,"Si","Viudo","Si"
"3925",19555,"Si","Si",2171,"Masculino",2,"No","Casado","Si"
"3926",43971,"Si","No",3938,"Femenino",5,"Si","Casado","No"
"3927",54822,"Si","No",7514,"Masculino",4,"Si","Casado","No"
"3928",75308,"Si","Si",9671,"Masculino",8,"Si","Soltero","Si"
"3929",25463,"No","Si",8871,"Femenino",0,"Si","Casado","Si"
"3930",58567,"No","No",5055,"Femenino",6,"Si","Casado","Si"
"3931",82010,"Si","No",6851,"Masculino",8,"No","Casado","Si"
"3932",95321,"No","Si",8209,"Masculino",3,"No","Divorciado","Si"
"3933",51763,"Si","Si",2573,"Femenino",4,"Si","Soltero","No"
"3934",68157,"Si","Si",6492,"Masculino",6,"No","Casado","No"
"3935",67400,"Si","No",7490,"Masculino",5,"Si","Casado","Si"
"3936",63436,"Si","No",5146,"Femenino",0,"Si","Viudo","No"
"3937",31103,"No","No",10843,"Masculino",4,"No","Separado","No"
"3938",25061,"Si","No",10717,"Masculino",0,"Si","Soltero","No"
"3939",97004,"Si","Si",7158,"Femenino",3,"No","Casado","Si"
"3940",39134,"No","No",7370,"Femenino",8,"No","Casado","No"
"3941",102186,"Si","No",9939,"Masculino",3,"Si","Soltero","Si"
"3942",38248,"No","No",2529,"Femenino",7,"Si","Viudo","No"
"3943",33308,"Si","No",6156,"Masculino",2,"No","Soltero","Si"
"3944",103912,"No","No",8136,"Masculino",0,"No","Divorciado","No"
"3945",46762,"No","Si",10619,"Femenino",2,"Si","Viudo","No"
"3946",94813,"Si","Si",7878,"Femenino",0,"No","Separado","No"
"3947",70228,"Si","Si",5840,"Masculino",8,"No","Casado","No"
"3948",97351,"No","Si",10246,"Femenino",7,"No","Divorciado","Si"
"3949",22439,"No","No",8197,"Masculino",8,"No","Separado","No"
"3950",89655,"No","No",8894,"Masculino",7,"No","Divorciado","Si"
"3951",46314,"No","No",5639,"Femenino",6,"No","Soltero","Si"
"3952",85681,"No","Si",5984,"Femenino",3,"No","Soltero","No"
"3953",45300,"Si","No",4942,"Masculino",8,"No","Separado","Si"
"3954",46846,"No","Si",2718,"Femenino",1,"No","Viudo","No"
"3955",32438,"Si","Si",5550,"Masculino",7,"Si","Divorciado","Si"
"3956",41832,"No","No",8120,"Masculino",1,"Si","Casado","No"
"3957",91328,"No","No",1863,"Femenino",0,"No","Divorciado","No"
"3958",102701,"Si","Si",7946,"Femenino",5,"Si","Divorciado","No"
"3959",96620,"Si","No",7736,"Femenino",7,"Si","Casado","No"
"3960",61038,"No","No",8156,"Masculino",7,"Si","Soltero","Si"
"3961",92663,"Si","No",7229,"Masculino",7,"No","Soltero","Si"
"3962",71564,"Si","No",5704,"Masculino",5,"No","Casado","Si"
"3963",76435,"No","No",3148,"Femenino",2,"No","Viudo","Si"
"3964",78994,"Si","No",10858,"Masculino",6,"Si","Casado","No"
"3965",47630,"Si","No",10799,"Femenino",6,"No","Viudo","No"
"3966",70252,"Si","No",5259,"Masculino",8,"No","Separado","Si"
"3967",39523,"No","Si",6455,"Femenino",3,"Si","Casado","No"
"3968",75617,"No","No",10867,"Femenino",5,"Si","Soltero","No"
"3969",81089,"Si","Si",7656,"Masculino",3,"No","Casado","No"
"3970",93836,"Si","No",6380,"Masculino",3,"No","Casado","Si"
"3971",42742,"No","Si",5741,"Masculino",6,"No","Viudo","No"
"3972",26331,"Si","Si",1493,"Femenino",2,"Si","Viudo","No"
"3973",101080,"No","Si",1670,"Masculino",8,"Si","Soltero","Si"
"3974",41190,"Si","Si",1710,"Masculino",0,"Si","Casado","No"
"3975",27267,"No","No",6386,"Femenino",4,"No","Viudo","Si"
"3976",59305,"Si","Si",4335,"Femenino",4,"Si","Divorciado","No"
"3977",20337,"No","Si",8385,"Masculino",8,"No","Viudo","Si"
"3978",38342,"No","Si",5769,"Masculino",6,"Si","Divorciado","Si"
"3979",52876,"Si","Si",7934,"Masculino",0,"Si","Separado","No"
"3980",43091,"No","Si",4828,"Femenino",2,"Si","Divorciado","No"
"3981",24991,"No","No",8622,"Masculino",1,"Si","Divorciado","Si"
"3982",62327,"No","Si",3089,"Masculino",3,"Si","Soltero","No"
"3983",63479,"No","Si",1511,"Masculino",1,"No","Divorciado","No"
"3984",24285,"No","Si",9265,"Masculino",7,"No","Casado","No"
"3985",25641,"No","No",3919,"Masculino",8,"No","Viudo","Si"
"3986",105297,"Si","Si",10424,"Femenino",4,"Si","Separado","Si"
"3987",17416,"No","No",3069,"Masculino",5,"No","Casado","Si"
"3988",51939,"Si","No",1730,"Femenino",2,"Si","Viudo","Si"
"3989",25255,"Si","Si",4154,"Femenino",1,"No","Divorciado","No"
"3990",72159,"No","Si",5255,"Femenino",3,"No","Viudo","No"
"3991",78291,"No","Si",6533,"Masculino",8,"Si","Separado","No"
"3992",97450,"No","No",4460,"Masculino",5,"No","Casado","Si"
"3993",46244,"Si","Si",10251,"Masculino",4,"No","Separado","No"
"3994",26135,"No","Si",3978,"Masculino",5,"Si","Casado","Si"
"3995",58441,"No","No",3418,"Masculino",6,"Si","Divorciado","No"
"3996",34131,"Si","Si",7691,"Femenino",7,"Si","Separado","Si"
"3997",82061,"No","Si",9088,"Femenino",8,"Si","Divorciado","No"
"3998",78862,"No","Si",3482,"Femenino",8,"Si","Divorciado","No"
"3999",72503,"Si","No",10669,"Femenino",4,"No","Viudo","Si"
"4000",55281,"Si","Si",3588,"Femenino",6,"Si","Separado","Si"
"4001",73492,"No","No",10012,"Masculino",5,"No","Soltero","Si"
"4002",59326,"No","Si",8142,"Femenino",1,"No","Soltero","Si"
"4003",45026,"Si","Si",8808,"Masculino",5,"No","Viudo","No"
"4004",23220,"No","Si",4338,"Masculino",7,"No","Divorciado","No"
"4005",37488,"No","Si",3596,"Femenino",2,"No","Casado","Si"
"4006",28656,"Si","No",8496,"Masculino",4,"Si","Soltero","Si"
"4007",91014,"No","Si",9011,"Femenino",5,"No","Casado","Si"
"4008",87529,"No","Si",8509,"Femenino",5,"Si","Separado","Si"
"4009",67958,"No","No",6857,"Femenino",6,"No","Separado","No"
"4010",97411,"Si","Si",1742,"Masculino",2,"No","Soltero","Si"
"4011",50442,"Si","Si",7015,"Femenino",2,"No","Separado","No"
"4012",57920,"Si","Si",10649,"Femenino",4,"No","Divorciado","Si"
"4013",44411,"No","Si",3794,"Masculino",2,"Si","Divorciado","No"
"4014",94608,"No","No",10698,"Femenino",3,"No","Divorciado","Si"
"4015",81573,"Si","No",9155,"Femenino",5,"No","Casado","No"
"4016",69084,"Si","Si",9700,"Masculino",8,"Si","Soltero","Si"
"4017",52456,"Si","No",3826,"Masculino",5,"Si","Separado","No"
"4018",46931,"Si","Si",5297,"Masculino",6,"Si","Soltero","Si"
"4019",75844,"No","No",4290,"Masculino",6,"Si","Viudo","Si"
"4020",43942,"Si","Si",9762,"Masculino",2,"No","Viudo","Si"
"4021",35771,"Si","No",8487,"Masculino",4,"Si","Viudo","Si"
"4022",55801,"Si","No",2086,"Masculino",4,"No","Divorciado","Si"
"4023",31017,"No","No",9935,"Femenino",1,"Si","Casado","Si"
"4024",92073,"Si","Si",7691,"Femenino",6,"Si","Divorciado","Si"
"4025",19180,"Si","Si",9867,"Femenino",5,"No","Casado","Si"
"4026",52830,"No","No",3235,"Femenino",6,"No","Casado","No"
"4027",63844,"No","Si",7824,"Femenino",8,"Si","Soltero","No"
"4028",54266,"No","No",2302,"Masculino",4,"Si","Casado","No"
"4029",28867,"No","Si",4914,"Masculino",4,"No","Casado","Si"
"4030",45656,"Si","Si",5154,"Femenino",0,"No","Separado","Si"
"4031",58069,"No","No",5127,"Femenino",5,"Si","Viudo","No"
"4032",102059,"No","No",2636,"Femenino",2,"Si","Viudo","No"
"4033",87940,"Si","No",5770,"Masculino",7,"Si","Divorciado","No"
"4034",41796,"Si","Si",5660,"Masculino",0,"Si","Casado","No"
"4035",85594,"No","No",5352,"Femenino",8,"No","Separado","Si"
"4036",91592,"No","Si",3479,"Masculino",6,"No","Casado","Si"
"4037",79845,"No","No",7993,"Femenino",3,"No","Soltero","No"
"4038",76143,"Si","Si",6730,"Femenino",4,"Si","Divorciado","Si"
"4039",58618,"Si","Si",5453,"Femenino",7,"No","Viudo","No"
"4040",80067,"Si","No",5027,"Femenino",4,"No","Divorciado","No"
"4041",40068,"Si","Si",6840,"Femenino",3,"No","Separado","No"
"4042",91820,"Si","No",7816,"Femenino",2,"No","Soltero","No"
"4043",80055,"Si","No",1257,"Masculino",0,"No","Viudo","Si"
"4044",82607,"No","No",7924,"Femenino",3,"No","Casado","No"
"4045",44667,"No","No",2630,"Masculino",5,"Si","Viudo","No"
"4046",61331,"Si","Si",6619,"Masculino",7,"Si","Separado","No"
"4047",100290,"Si","No",4364,"Masculino",3,"No","Divorciado","Si"
"4048",39659,"No","Si",8969,"Masculino",5,"Si","Divorciado","No"
"4049",64156,"Si","No",3917,"Masculino",4,"Si","Casado","No"
"4050",74153,"Si","No",3560,"Masculino",7,"Si","Separado","Si"
"4051",54446,"Si","Si",1593,"Masculino",7,"No","Separado","No"
"4052",57513,"No","Si",4226,"Femenino",4,"No","Casado","Si"
"4053",68067,"No","Si",7411,"Masculino",6,"No","Viudo","No"
"4054",25229,"No","Si",3771,"Femenino",8,"Si","Separado","Si"
"4055",84563,"Si","No",3980,"Femenino",1,"No","Separado","Si"
"4056",56942,"Si","Si",2469,"Femenino",4,"No","Viudo","Si"
"4057",34934,"Si","Si",3482,"Femenino",3,"No","Casado","Si"
"4058",21907,"Si","No",6216,"Femenino",2,"No","Soltero","Si"
"4059",99127,"Si","No",6255,"Masculino",8,"Si","Viudo","Si"
"4060",29447,"Si","No",5012,"Femenino",0,"No","Soltero","No"
"4061",48869,"Si","No",7110,"Femenino",7,"Si","Separado","Si"
"4062",79622,"No","No",10285,"Masculino",1,"Si","Soltero","Si"
"4063",70657,"Si","No",9681,"Femenino",2,"Si","Casado","Si"
"4064",79838,"No","Si",3123,"Masculino",3,"Si","Divorciado","Si"
"4065",71205,"No","Si",7255,"Masculino",8,"No","Viudo","Si"
"4066",18175,"No","No",2601,"Femenino",0,"Si","Divorciado","Si"
"4067",43230,"No","Si",4817,"Masculino",7,"No","Divorciado","Si"
"4068",95608,"No","Si",8456,"Masculino",3,"No","Soltero","Si"
"4069",89406,"Si","Si",7434,"Masculino",4,"Si","Soltero","Si"
"4070",18237,"No","Si",10169,"Masculino",8,"Si","Separado","Si"
"4071",86976,"Si","Si",5090,"Masculino",4,"No","Divorciado","No"
"4072",94285,"No","Si",8781,"Femenino",8,"No","Soltero","Si"
"4073",100595,"Si","No",1342,"Femenino",2,"Si","Divorciado","Si"
"4074",97010,"Si","No",3690,"Femenino",7,"Si","Divorciado","No"
"4075",30978,"Si","Si",2906,"Femenino",7,"Si","Divorciado","No"
"4076",100431,"Si","No",3969,"Masculino",0,"No","Soltero","Si"
"4077",104289,"Si","Si",6979,"Femenino",5,"No","Separado","Si"
"4078",75268,"Si","Si",4457,"Femenino",6,"No","Soltero","Si"
"4079",63287,"Si","Si",3102,"Femenino",8,"Si","Casado","No"
"4080",102113,"No","Si",2250,"Femenino",4,"No","Viudo","Si"
"4081",28059,"Si","No",9606,"Femenino",7,"Si","Separado","No"
"4082",89748,"No","No",10170,"Masculino",4,"Si","Divorciado","Si"
"4083",35075,"No","Si",5579,"Masculino",4,"No","Casado","Si"
"4084",67522,"Si","No",7837,"Masculino",2,"Si","Separado","No"
"4085",101608,"Si","No",7941,"Femenino",0,"No","Casado","Si"
"4086",43672,"Si","No",4959,"Masculino",4,"No","Casado","No"
"4087",57050,"Si","Si",7185,"Femenino",5,"Si","Casado","No"
"4088",61071,"Si","No",3332,"Masculino",2,"Si","Separado","Si"
"4089",51666,"Si","Si",8049,"Femenino",1,"No","Divorciado","Si"
"4090",48179,"No","No",7146,"Femenino",4,"No","Divorciado","Si"
"4091",94793,"Si","Si",8298,"Femenino",4,"Si","Divorciado","Si"
"4092",26538,"No","Si",2478,"Femenino",5,"No","Viudo","Si"
"4093",68330,"Si","Si",10986,"Femenino",5,"No","Casado","No"
"4094",45893,"No","No",3895,"Femenino",3,"Si","Casado","Si"
"4095",104741,"No","Si",5609,"Masculino",8,"Si","Divorciado","No"
"4096",101447,"Si","No",1531,"Masculino",0,"Si","Viudo","No"
"4097",73872,"No","No",2024,"Femenino",5,"Si","Viudo","Si"
"4098",100852,"Si","Si",9823,"Masculino",1,"Si","Viudo","No"
"4099",70433,"Si","No",3730,"Masculino",0,"No","Separado","Si"
"4100",51424,"No","Si",6540,"Femenino",6,"Si","Casado","Si"
"4101",23025,"No","No",2671,"Femenino",1,"Si","Divorciado","No"
"4102",92465,"Si","Si",8165,"Femenino",3,"No","Divorciado","No"
"4103",87640,"No","Si",2483,"Masculino",4,"No","Separado","Si"
"4104",27345,"No","Si",1969,"Masculino",1,"No","Casado","Si"
"4105",71718,"No","Si",8981,"Masculino",2,"No","Divorciado","Si"
"4106",77516,"No","Si",3456,"Masculino",1,"Si","Casado","Si"
"4107",95355,"No","Si",10138,"Femenino",4,"No","Soltero","Si"
"4108",22632,"No","No",5709,"Masculino",0,"No","Separado","Si"
"4109",44715,"Si","Si",9635,"Masculino",1,"Si","Divorciado","Si"
"4110",67962,"Si","No",8914,"Masculino",2,"Si","Soltero","Si"
"4111",80886,"No","No",8147,"Masculino",2,"Si","Casado","Si"
"4112",45495,"No","No",1327,"Masculino",8,"No","Casado","Si"
"4113",68322,"No","No",7094,"Femenino",1,"No","Divorciado","No"
"4114",65910,"Si","No",2815,"Masculino",7,"No","Separado","No"
"4115",101384,"No","No",2053,"Femenino",1,"No","Separado","No"
"4116",57992,"No","No",6899,"Femenino",6,"No","Separado","Si"
"4117",86681,"Si","No",7250,"Masculino",1,"No","Soltero","Si"
"4118",50349,"No","Si",9046,"Masculino",3,"Si","Casado","No"
"4119",31242,"No","Si",10184,"Femenino",5,"No","Separado","No"
"4120",44700,"No","No",7944,"Masculino",7,"Si","Divorciado","No"
"4121",96463,"Si","No",7458,"Femenino",7,"Si","Divorciado","No"
"4122",78092,"Si","Si",5415,"Femenino",1,"Si","Separado","No"
"4123",72135,"Si","No",9172,"Femenino",0,"No","Divorciado","No"
"4124",95199,"No","No",5794,"Femenino",8,"No","Soltero","No"
"4125",76460,"Si","Si",7868,"Femenino",1,"Si","Separado","No"
"4126",28341,"Si","Si",4966,"Masculino",7,"Si","Viudo","Si"
"4127",35843,"Si","No",9267,"Masculino",5,"No","Soltero","Si"
"4128",68699,"No","Si",4123,"Masculino",1,"No","Divorciado","Si"
"4129",38205,"No","Si",6268,"Femenino",5,"Si","Separado","Si"
"4130",102195,"Si","Si",2291,"Masculino",5,"No","Divorciado","No"
"4131",102052,"Si","No",8690,"Masculino",0,"No","Casado","Si"
"4132",56293,"No","Si",10394,"Masculino",8,"No","Viudo","No"
"4133",95118,"No","Si",3210,"Masculino",0,"No","Viudo","Si"
"4134",69982,"Si","Si",10024,"Masculino",7,"No","Divorciado","Si"
"4135",52848,"No","No",1469,"Masculino",5,"No","Soltero","No"
"4136",23506,"Si","Si",2040,"Femenino",7,"No","Separado","No"
"4137",72952,"Si","Si",7766,"Masculino",8,"Si","Separado","Si"
"4138",75466,"Si","Si",3601,"Femenino",7,"No","Divorciado","Si"
"4139",19580,"Si","No",4777,"Femenino",6,"No","Separado","No"
"4140",33437,"Si","No",8802,"Masculino",2,"Si","Soltero","No"
"4141",86579,"No","No",4964,"Femenino",7,"Si","Separado","Si"
"4142",36862,"Si","Si",7338,"Femenino",2,"No","Casado","No"
"4143",92965,"Si","No",4598,"Masculino",3,"Si","Divorciado","Si"
"4144",86842,"No","No",1733,"Masculino",0,"No","Soltero","No"
"4145",51450,"No","Si",10932,"Masculino",6,"Si","Viudo","Si"
"4146",100903,"Si","Si",2636,"Masculino",8,"No","Soltero","Si"
"4147",62214,"No","No",8361,"Masculino",5,"Si","Soltero","Si"
"4148",68868,"Si","No",10603,"Femenino",1,"Si","Casado","Si"
"4149",66768,"No","Si",8161,"Masculino",3,"No","Soltero","Si"
"4150",27528,"No","Si",7168,"Femenino",0,"Si","Viudo","Si"
"4151",69367,"Si","No",8906,"Masculino",7,"No","Soltero","Si"
"4152",87413,"Si","Si",3621,"Masculino",7,"No","Casado","Si"
"4153",86439,"Si","Si",8583,"Femenino",5,"No","Casado","No"
"4154",41963,"Si","Si",7823,"Masculino",5,"No","Divorciado","No"
"4155",27174,"Si","No",5488,"Femenino",0,"Si","Casado","No"
"4156",102435,"Si","No",9079,"Femenino",0,"Si","Separado","Si"
"4157",44478,"No","Si",4944,"Femenino",6,"No","Separado","Si"
"4158",62885,"Si","Si",7693,"Masculino",1,"Si","Soltero","Si"
"4159",104879,"No","Si",1681,"Femenino",4,"No","Viudo","No"
"4160",98587,"No","No",8454,"Femenino",7,"Si","Soltero","No"
"4161",18654,"Si","Si",4767,"Masculino",8,"No","Separado","Si"
"4162",26473,"Si","No",8940,"Masculino",1,"Si","Separado","No"
"4163",68062,"No","Si",10319,"Masculino",5,"Si","Divorciado","No"
"4164",72446,"No","Si",9574,"Masculino",0,"No","Casado","No"
"4165",19208,"No","No",6898,"Femenino",1,"Si","Separado","Si"
"4166",54104,"Si","Si",9157,"Femenino",4,"Si","Separado","Si"
"4167",33976,"Si","No",5660,"Masculino",0,"Si","Viudo","Si"
"4168",96793,"No","No",6837,"Femenino",5,"No","Soltero","No"
"4169",38375,"No","No",9405,"Masculino",5,"Si","Divorciado","Si"
"4170",81425,"No","No",9792,"Masculino",3,"No","Separado","No"
"4171",53957,"Si","No",4319,"Masculino",7,"Si","Viudo","Si"
"4172",101060,"No","No",8586,"Masculino",8,"Si","Separado","No"
"4173",24947,"No","No",4908,"Femenino",8,"No","Divorciado","Si"
"4174",55138,"No","No",9239,"Masculino",8,"No","Soltero","No"
"4175",57554,"No","No",5951,"Masculino",3,"Si","Divorciado","No"
"4176",23352,"No","No",8005,"Masculino",7,"Si","Separado","No"
"4177",94512,"No","Si",3619,"Masculino",6,"No","Divorciado","No"
"4178",30500,"Si","No",5832,"Masculino",2,"No","Casado","Si"
"4179",27860,"No","Si",8475,"Femenino",7,"No","Viudo","No"
"4180",105750,"Si","No",5182,"Masculino",5,"Si","Soltero","Si"
"4181",52352,"No","No",9647,"Masculino",4,"No","Viudo","Si"
"4182",79604,"No","Si",8315,"Masculino",7,"Si","Casado","No"
"4183",31935,"No","Si",6069,"Masculino",6,"No","Viudo","Si"
"4184",70604,"Si","No",3159,"Masculino",2,"No","Casado","Si"
"4185",22082,"No","No",2571,"Femenino",1,"No","Divorciado","No"
"4186",33531,"No","Si",8366,"Femenino",2,"No","Separado","No"
"4187",52186,"No","No",7454,"Masculino",7,"Si","Separado","No"
"4188",76605,"Si","Si",3784,"Femenino",6,"No","Casado","No"
"4189",28288,"Si","Si",7574,"Masculino",4,"No","Separado","Si"
"4190",99451,"Si","Si",8100,"Masculino",0,"No","Viudo","No"
"4191",67226,"Si","No",9371,"Femenino",1,"No","Casado","No"
"4192",97014,"Si","No",9456,"Femenino",3,"No","Viudo","Si"
"4193",57766,"Si","No",9296,"Femenino",2,"No","Viudo","Si"
"4194",36384,"Si","Si",3771,"Masculino",7,"No","Viudo","No"
"4195",47585,"No","No",3823,"Femenino",5,"Si","Divorciado","Si"
"4196",95610,"No","No",6981,"Femenino",7,"No","Soltero","No"
"4197",66353,"No","Si",6317,"Femenino",5,"No","Viudo","Si"
"4198",53490,"Si","No",3243,"Femenino",2,"Si","Soltero","Si"
"4199",83260,"Si","No",6647,"Masculino",1,"Si","Soltero","Si"
"4200",75119,"No","No",4994,"Masculino",4,"Si","Soltero","Si"
"4201",52691,"Si","Si",9718,"Femenino",5,"No","Separado","No"
"4202",55648,"No","Si",2050,"Masculino",3,"Si","Divorciado","No"
"4203",41922,"No","Si",10747,"Masculino",8,"Si","Separado","Si"
"4204",67207,"No","Si",9643,"Femenino",1,"Si","Separado","No"
"4205",51176,"No","Si",1274,"Femenino",5,"Si","Viudo","No"
"4206",75579,"No","No",5830,"Masculino",1,"No","Casado","Si"
"4207",69675,"No","No",6460,"Femenino",7,"Si","Separado","No"
"4208",65271,"No","Si",9564,"Femenino",1,"No","Separado","Si"
"4209",25759,"Si","Si",1394,"Masculino",0,"Si","Divorciado","No"
"4210",74387,"No","Si",9518,"Masculino",7,"No","Casado","Si"
"4211",53562,"Si","No",1886,"Masculino",4,"No","Viudo","No"
"4212",87050,"Si","Si",7833,"Femenino",5,"No","Divorciado","No"
"4213",44520,"No","Si",1571,"Masculino",1,"No","Divorciado","No"
"4214",28094,"Si","Si",3605,"Femenino",2,"No","Separado","No"
"4215",18110,"No","Si",6889,"Femenino",2,"No","Separado","Si"
"4216",46823,"Si","No",9395,"Masculino",2,"Si","Divorciado","No"
"4217",21072,"Si","No",9546,"Masculino",6,"No","Separado","No"
"4218",90618,"No","No",7360,"Femenino",5,"No","Separado","Si"
"4219",67546,"No","No",3597,"Femenino",7,"No","Soltero","Si"
"4220",37479,"Si","No",5649,"Femenino",2,"No","Casado","Si"
"4221",61022,"No","No",10514,"Masculino",3,"No","Soltero","No"
"4222",59728,"No","Si",1537,"Femenino",4,"No","Viudo","No"
"4223",59753,"No","No",5049,"Femenino",5,"No","Soltero","No"
"4224",24767,"No","Si",7975,"Masculino",1,"Si","Soltero","No"
"4225",41757,"No","No",9732,"Masculino",0,"No","Separado","No"
"4226",66331,"Si","Si",8236,"Femenino",4,"Si","Soltero","Si"
"4227",105037,"No","No",3113,"Femenino",1,"Si","Divorciado","No"
"4228",85061,"No","Si",9925,"Masculino",8,"No","Soltero","No"
"4229",76471,"Si","Si",2889,"Masculino",3,"Si","Separado","No"
"4230",63496,"No","Si",2104,"Masculino",5,"No","Divorciado","Si"
"4231",22663,"No","Si",7665,"Masculino",6,"Si","Viudo","Si"
"4232",90914,"Si","Si",10903,"Femenino",2,"Si","Divorciado","No"
"4233",41605,"Si","Si",2955,"Femenino",8,"No","Divorciado","No"
"4234",25837,"No","No",6089,"Masculino",3,"Si","Separado","Si"
"4235",62736,"Si","Si",3036,"Masculino",0,"No","Divorciado","Si"
"4236",18946,"Si","No",6059,"Masculino",4,"Si","Casado","No"
"4237",77006,"Si","Si",10158,"Masculino",7,"No","Separado","Si"
"4238",28078,"No","Si",5139,"Femenino",0,"No","Casado","Si"
"4239",38310,"Si","No",8520,"Femenino",6,"No","Viudo","Si"
"4240",57776,"Si","No",8480,"Femenino",1,"No","Separado","No"
"4241",95405,"Si","Si",2968,"Femenino",6,"Si","Soltero","No"
"4242",89992,"Si","No",7093,"Masculino",2,"Si","Divorciado","Si"
"4243",59532,"No","Si",2791,"Masculino",8,"No","Divorciado","Si"
"4244",51298,"Si","No",6162,"Masculino",6,"No","Divorciado","Si"
"4245",82570,"No","Si",6673,"Masculino",0,"Si","Soltero","Si"
"4246",49078,"Si","Si",8152,"Femenino",1,"No","Viudo","Si"
"4247",23329,"No","No",10404,"Masculino",1,"Si","Casado","Si"
"4248",53263,"Si","Si",9470,"Masculino",6,"No","Viudo","Si"
"4249",30894,"Si","Si",2272,"Masculino",3,"No","Divorciado","Si"
"4250",60567,"Si","No",6074,"Femenino",8,"No","Separado","Si"
"4251",62396,"Si","No",7935,"Masculino",3,"Si","Divorciado","Si"
"4252",64133,"Si","No",1909,"Masculino",4,"No","Divorciado","No"
"4253",45733,"Si","Si",9419,"Masculino",5,"No","Casado","No"
"4254",44236,"Si","No",1826,"Masculino",7,"No","Casado","Si"
"4255",47535,"Si","Si",7538,"Femenino",7,"Si","Soltero","Si"
"4256",92770,"No","No",3073,"Masculino",1,"Si","Viudo","Si"
"4257",65856,"No","Si",8130,"Masculino",3,"No","Casado","Si"
"4258",80339,"No","No",10855,"Masculino",2,"No","Divorciado","Si"
"4259",58753,"Si","No",1898,"Masculino",0,"No","Divorciado","Si"
"4260",100596,"Si","No",5956,"Masculino",3,"No","Separado","Si"
"4261",72289,"No","Si",6823,"Masculino",6,"Si","Casado","Si"
"4262",47739,"No","Si",6195,"Femenino",7,"No","Casado","Si"
"4263",102195,"No","No",3121,"Femenino",6,"No","Viudo","Si"
"4264",49561,"Si","Si",2581,"Femenino",1,"No","Divorciado","Si"
"4265",98490,"Si","Si",6389,"Masculino",1,"Si","Soltero","Si"
"4266",36160,"No","No",3890,"Femenino",2,"No","Casado","Si"
"4267",46534,"Si","Si",7740,"Masculino",4,"No","Casado","Si"
"4268",105483,"Si","No",6501,"Femenino",3,"No","Casado","Si"
"4269",83078,"Si","Si",1313,"Femenino",7,"Si","Divorciado","Si"
"4270",61421,"No","Si",5156,"Femenino",1,"Si","Separado","No"
"4271",45701,"Si","Si",1645,"Masculino",6,"No","Viudo","Si"
"4272",47350,"No","Si",2498,"Masculino",7,"No","Casado","Si"
"4273",41062,"No","No",6006,"Masculino",6,"No","Casado","No"
"4274",93169,"Si","No",1874,"Femenino",4,"Si","Viudo","Si"
"4275",40220,"No","Si",4362,"Femenino",0,"Si","Separado","Si"
"4276",105273,"No","No",1901,"Femenino",3,"No","Separado","No"
"4277",77886,"No","Si",8185,"Masculino",5,"Si","Soltero","Si"
"4278",64627,"Si","No",4448,"Masculino",2,"Si","Casado","No"
"4279",62616,"Si","Si",6885,"Masculino",1,"Si","Viudo","Si"
"4280",56905,"No","No",6895,"Femenino",3,"Si","Casado","Si"
"4281",90155,"Si","Si",2956,"Femenino",6,"Si","Soltero","No"
"4282",74246,"No","No",10781,"Femenino",2,"Si","Separado","Si"
"4283",52032,"No","Si",2228,"Femenino",5,"Si","Casado","Si"
"4284",46322,"No","Si",9917,"Femenino",1,"No","Divorciado","Si"
"4285",38161,"Si","Si",9062,"Masculino",1,"Si","Casado","Si"
"4286",83960,"Si","Si",10124,"Femenino",6,"Si","Divorciado","Si"
"4287",89792,"Si","No",8760,"Masculino",0,"Si","Divorciado","No"
"4288",26626,"Si","No",4475,"Masculino",3,"Si","Casado","Si"
"4289",63463,"No","Si",2610,"Femenino",5,"Si","Soltero","No"
"4290",93858,"Si","No",3454,"Masculino",7,"Si","Divorciado","Si"
"4291",27169,"Si","Si",1551,"Femenino",5,"No","Casado","Si"
"4292",88740,"No","Si",7380,"Masculino",0,"No","Divorciado","No"
"4293",26000,"Si","Si",3378,"Femenino",8,"Si","Casado","Si"
"4294",101416,"No","No",2742,"Masculino",4,"Si","Soltero","Si"
"4295",70192,"No","Si",5826,"Masculino",6,"Si","Separado","No"
"4296",37448,"Si","Si",9813,"Femenino",1,"No","Casado","No"
"4297",67795,"Si","Si",3997,"Masculino",6,"No","Viudo","Si"
"4298",82913,"Si","Si",4175,"Masculino",3,"No","Divorciado","No"
"4299",41248,"Si","Si",10599,"Masculino",1,"Si","Separado","No"
"4300",52950,"Si","Si",6332,"Masculino",0,"Si","Casado","No"
"4301",62541,"No","No",8059,"Femenino",5,"No","Separado","No"
"4302",97268,"No","No",2562,"Masculino",6,"No","Casado","No"
"4303",60744,"Si","Si",10711,"Femenino",3,"Si","Casado","No"
"4304",39247,"No","Si",9819,"Femenino",4,"Si","Divorciado","Si"
"4305",82780,"No","No",6835,"Femenino",0,"Si","Soltero","Si"
"4306",36124,"Si","Si",3957,"Masculino",5,"No","Soltero","Si"
